POLICY_NUMBER,INSURANCE_TYPE,PREMIUM_AMOUNT,TENURE
PLC00006047,Health,137.7,66
PLC00006700,Health,181.35,83
PLC00001646,Life,90.4,24
PLC00005363,Health,164.34,99
PLC00008195,Health,120.71,76
PLC00009752,Life,83.36,15
PLC00005958,Property,116.47,12
PLC00001369,Property,99.29,62
PLC00009787,Motor,71.38,108
PLC00001215,Motor,138.94,58
PLC00004985,Motor,129.18,48
PLC00009155,Travel,78.65,19
PLC00004597,Travel,97.2,56
PLC00002066,Health,111.49,48
PLC00006250,Health,111.25,43
PLC00002062,Life,65.24,27
PLC00009435,Mobile,10.36,65
PLC00008554,Motor,98.9,88
PLC00005969,Life,68.64,113
PLC00002740,Life,84.67,7
PLC00002362,Motor,84.45,115
PLC00000193,Travel,71.11,90
PLC00009192,Health,198.34,93
PLC00008809,Motor,129.07,103
PLC00006688,Property,153.52,111
PLC00006481,Property,127.92,103
PLC00009552,Health,162.83,106
PLC00004278,Property,125.69,107
PLC00000396,Property,143.63,17
PLC00001782,Life,62.57,111
PLC00007236,Travel,65.74,59
PLC00004718,Health,175.18,104
PLC00006948,Life,92.92,87
PLC00001747,Property,99.38,56
PLC00004956,Property,144.49,117
PLC00009622,Health,175.62,61
PLC00003752,Travel,98.32,58
PLC00003795,Travel,51.41,57
PLC00001614,Travel,78.9,12
PLC00000109,Motor,108.87,67
PLC00000818,Health,153.78,54
PLC00001690,Property,143.56,99
PLC00000384,Motor,83.28,88
PLC00005889,Health,119.03,28
PLC00003472,Mobile,11.44,79
PLC00000564,Health,109.08,52
PLC00003460,Life,55.02,67
PLC00006430,Property,152.78,20
PLC00000338,Life,58.28,95
PLC00001290,Travel,54.24,69
PLC00002466,Life,78.55,105
PLC00000040,Health,124.15,37
PLC00004099,Life,70.52,40
PLC00006021,Travel,86.15,32
PLC00003207,Health,145.52,52
PLC00008932,Travel,73.53,16
PLC00002310,Travel,56.79,56
PLC00003661,Life,55.82,63
PLC00003625,Travel,53.13,79
PLC00001353,Life,83.42,34
PLC00007545,Mobile,9.56,7
PLC00003313,Life,74.05,84
PLC00003451,Health,141.23,119
PLC00002891,Property,101.21,16
PLC00009356,Life,62.55,58
PLC00005255,Health,171.27,63
PLC00004880,Life,51.36,18
PLC00001248,Life,83.33,37
PLC00006585,Motor,98.92,8
PLC00002594,Mobile,7.06,61
PLC00002574,Travel,50.73,31
PLC00005859,Motor,89.13,95
PLC00008736,Motor,77.94,19
PLC00007843,Health,147.4,78
PLC00006300,Travel,91.69,26
PLC00009815,Motor,133.23,110
PLC00004694,Mobile,11.25,88
PLC00002481,Motor,99.76,37
PLC00008213,Mobile,10.85,97
PLC00004884,Mobile,7.93,99
PLC00007258,Health,151.42,112
PLC00002071,Travel,67.1,20
PLC00005201,Property,127.2,110
PLC00008208,Motor,75.39,47
PLC00008378,Motor,126.59,89
PLC00006554,Travel,76.75,93
PLC00003599,Travel,94.45,16
PLC00002841,Motor,110.97,58
PLC00007246,Property,96.22,31
PLC00008456,Mobile,10.69,92
PLC00000524,Mobile,10.84,38
PLC00004163,Motor,124.01,68
PLC00009175,Travel,84.57,77
PLC00000337,Mobile,8.91,31
PLC00002001,Mobile,8.77,117
PLC00000598,Motor,70.61,101
PLC00004899,Mobile,9.12,27
PLC00006803,Life,76.79,119
PLC00009009,Mobile,7.89,22
PLC00008524,Health,191.1,93
PLC00001957,Mobile,8.82,40
PLC00000398,Property,125.63,101
PLC00006326,Travel,52.66,33
PLC00000807,Travel,88.2,50
PLC00002679,Mobile,8.68,96
PLC00009424,Motor,120.87,113
PLC00006638,Travel,68.14,63
PLC00008094,Health,194.91,39
PLC00001915,Travel,91.16,57
PLC00006153,Health,130.04,63
PLC00009233,Travel,91.59,23
PLC00007051,Health,168.55,46
PLC00003352,Life,90.46,7
PLC00005631,Mobile,8.62,42
PLC00007793,Property,142.07,35
PLC00005636,Travel,91.52,113
PLC00007364,Life,76.58,90
PLC00009430,Property,147.04,16
PLC00009683,Motor,136.02,61
PLC00004282,Property,89.82,78
PLC00009921,Life,80.01,7
PLC00002674,Travel,78.54,91
PLC00008676,Mobile,6.74,99
PLC00008185,Travel,84.1,65
PLC00007595,Life,97.58,40
PLC00007206,Property,84.79,106
PLC00002683,Travel,93.55,26
PLC00006503,Life,70.03,28
PLC00001002,Travel,87.89,118
PLC00008431,Health,149.02,109
PLC00006896,Life,73.46,66
PLC00005965,Travel,94.69,74
PLC00008675,Travel,81.01,80
PLC00005249,Health,197.71,81
PLC00008234,Property,152.98,54
PLC00005685,Health,191.42,28
PLC00006781,Mobile,9.28,56
PLC00001162,Travel,72.13,75
PLC00002821,Health,187.12,74
PLC00001129,Mobile,8.07,65
PLC00008256,Property,108.51,74
PLC00004641,Mobile,8.99,25
PLC00002690,Property,148.43,8
PLC00007766,Health,157.31,63
PLC00003535,Travel,57.47,117
PLC00003009,Health,183.6,10
PLC00005642,Motor,80.82,111
PLC00005038,Motor,122.18,106
PLC00009906,Mobile,6.39,101
PLC00005179,Health,108.15,18
PLC00004327,Life,71.45,18
PLC00004284,Motor,121.94,87
PLC00002595,Travel,99.0,10
PLC00009338,Life,99.69,68
PLC00000760,Property,100.23,99
PLC00009834,Health,195.7,78
PLC00009111,Motor,116.63,32
PLC00006184,Motor,139.05,66
PLC00001852,Property,150.18,79
PLC00009990,Health,127.13,41
PLC00000064,Property,86.86,119
PLC00000514,Health,192.21,10
PLC00004104,Health,118.53,110
PLC00000249,Life,82.4,51
PLC00003317,Property,84.38,40
PLC00004352,Mobile,7.67,67
PLC00004846,Travel,86.72,54
PLC00002701,Travel,58.28,112
PLC00000921,Travel,76.57,63
PLC00007745,Mobile,8.37,9
PLC00005599,Travel,65.72,72
PLC00001029,Travel,79.62,67
PLC00001967,Life,80.82,103
PLC00008723,Mobile,8.16,51
PLC00009638,Motor,103.07,72
PLC00001657,Motor,97.1,68
PLC00001895,Life,91.09,11
PLC00005262,Motor,103.78,73
PLC00005106,Mobile,6.3,21
PLC00009770,Mobile,11.36,79
PLC00000677,Health,189.16,12
PLC00009186,Mobile,7.76,65
PLC00002290,Motor,72.45,67
PLC00004060,Motor,71.19,40
PLC00008825,Property,126.31,105
PLC00009171,Health,192.76,9
PLC00001044,Life,58.4,63
PLC00002978,Travel,59.45,76
PLC00006620,Mobile,7.05,96
PLC00002485,Travel,56.41,65
PLC00006916,Travel,64.99,29
PLC00008245,Property,84.0,115
PLC00008725,Health,146.79,105
PLC00004962,Property,120.67,33
PLC00000777,Health,100.47,64
PLC00007053,Health,160.88,43
PLC00005082,Property,102.31,32
PLC00003767,Health,166.78,23
PLC00002433,Mobile,9.04,104
PLC00003109,Travel,60.08,82
PLC00006773,Travel,88.74,73
PLC00002004,Motor,80.54,94
PLC00006654,Travel,80.63,30
PLC00000714,Health,147.48,44
PLC00000696,Life,84.34,15
PLC00001812,Mobile,6.56,21
PLC00004837,Mobile,9.02,7
PLC00001553,Health,171.74,61
PLC00004403,Life,69.61,64
PLC00000919,Property,89.34,113
PLC00002767,Travel,86.84,34
PLC00008387,Mobile,7.86,62
PLC00001610,Property,114.02,48
PLC00002286,Life,68.1,47
PLC00004661,Life,98.15,115
PLC00000428,Motor,78.97,78
PLC00008977,Mobile,11.04,108
PLC00004868,Mobile,8.74,68
PLC00000531,Travel,63.55,9
PLC00002920,Mobile,10.74,34
PLC00007196,Motor,124.76,106
PLC00006873,Property,138.99,37
PLC00004582,Motor,124.81,17
PLC00008168,Life,98.88,84
PLC00007950,Travel,51.82,21
PLC00003695,Mobile,9.8,76
PLC00008202,Property,85.49,69
PLC00001170,Travel,82.27,16
PLC00007752,Motor,103.97,20
PLC00000550,Mobile,6.59,117
PLC00008391,Motor,95.38,96
PLC00008867,Mobile,7.15,82
PLC00001787,Travel,65.23,91
PLC00001599,Life,51.0,115
PLC00001301,Mobile,6.82,23
PLC00008399,Property,85.48,62
PLC00000007,Mobile,8.88,36
PLC00003333,Life,75.59,104
PLC00000812,Property,104.2,94
PLC00007252,Motor,116.8,64
PLC00008361,Property,153.34,59
PLC00002753,Travel,82.04,11
PLC00006684,Health,121.54,49
PLC00007185,Mobile,7.71,118
PLC00004314,Mobile,6.91,20
PLC00002367,Property,126.67,65
PLC00002691,Mobile,8.95,94
PLC00006754,Travel,96.62,40
PLC00004826,Travel,56.59,7
PLC00002581,Health,107.03,73
PLC00008937,Motor,138.61,100
PLC00006886,Motor,82.14,118
PLC00005148,Motor,87.21,61
PLC00006519,Travel,78.53,41
PLC00003556,Mobile,11.88,86
PLC00005267,Health,177.98,9
PLC00008377,Life,65.69,83
PLC00007800,Travel,70.47,76
PLC00004009,Mobile,9.75,77
PLC00000073,Mobile,8.67,75
PLC00009081,Property,159.38,52
PLC00003452,Motor,123.79,107
PLC00006295,Property,136.82,38
PLC00007480,Health,145.78,93
PLC00006115,Life,62.82,104
PLC00004969,Health,199.39,101
PLC00007891,Property,90.54,33
PLC00001518,Property,153.72,41
PLC00005968,Motor,115.25,60
PLC00008940,Motor,91.27,68
PLC00001960,Property,117.83,45
PLC00009444,Life,88.21,20
PLC00006368,Property,145.11,28
PLC00007823,Travel,72.35,99
PLC00004196,Health,147.02,44
PLC00007792,Life,80.55,91
PLC00001949,Travel,79.58,39
PLC00001533,Travel,68.79,8
PLC00000738,Mobile,8.73,54
PLC00006229,Travel,91.78,49
PLC00003802,Health,142.58,19
PLC00004283,Life,88.45,12
PLC00007826,Property,141.3,115
PLC00003083,Motor,89.54,35
PLC00004422,Property,129.64,79
PLC00004409,Travel,79.58,38
PLC00004106,Health,187.91,68
PLC00005432,Mobile,7.18,106
PLC00006977,Mobile,6.75,31
PLC00003655,Motor,86.06,82
PLC00002621,Motor,118.21,9
PLC00003068,Health,101.77,78
PLC00002200,Property,146.73,46
PLC00004660,Travel,77.48,51
PLC00000952,Travel,51.64,106
PLC00009794,Health,169.34,70
PLC00008390,Motor,74.92,89
PLC00001469,Health,196.8,41
PLC00009232,Mobile,7.94,58
PLC00005029,Travel,58.62,56
PLC00002210,Property,132.18,61
PLC00003416,Motor,109.97,59
PLC00001927,Motor,86.02,77
PLC00001734,Property,153.67,114
PLC00002044,Travel,79.18,94
PLC00009858,Life,90.34,88
PLC00005962,Travel,81.62,39
PLC00001348,Property,85.75,54
PLC00008010,Travel,62.48,72
PLC00006681,Motor,95.9,26
PLC00007144,Travel,51.54,26
PLC00002559,Travel,80.56,30
PLC00006770,Motor,72.08,32
PLC00002417,Health,196.72,38
PLC00008787,Health,136.09,9
PLC00004774,Motor,80.2,38
PLC00003293,Property,114.08,89
PLC00004635,Motor,135.74,111
PLC00003716,Motor,105.57,8
PLC00004384,Health,183.66,62
PLC00007038,Travel,54.57,22
PLC00003623,Travel,58.86,27
PLC00004855,Health,121.44,108
PLC00005324,Travel,62.87,39
PLC00004839,Health,108.81,72
PLC00005430,Health,152.8,110
PLC00006747,Mobile,11.85,8
PLC00009640,Mobile,7.3,107
PLC00006621,Health,144.98,83
PLC00007026,Travel,78.39,35
PLC00006562,Motor,117.82,33
PLC00001092,Mobile,8.57,23
PLC00008748,Health,184.43,115
PLC00003092,Health,102.47,8
PLC00009307,Mobile,9.29,44
PLC00004154,Travel,90.85,112
PLC00008794,Life,55.5,54
PLC00009934,Property,156.88,32
PLC00005476,Health,121.67,100
PLC00000011,Life,91.94,86
PLC00002157,Mobile,11.76,42
PLC00008914,Property,136.16,93
PLC00003874,Motor,70.63,12
PLC00004208,Property,132.65,36
PLC00007168,Health,171.83,13
PLC00009608,Health,174.04,32
PLC00003149,Mobile,9.13,42
PLC00009409,Motor,100.18,70
PLC00002662,Health,127.58,69
PLC00001222,Health,169.01,25
PLC00003916,Travel,95.58,46
PLC00009394,Life,78.04,44
PLC00004044,Life,80.28,7
PLC00002523,Health,112.39,59
PLC00003364,Life,50.05,68
PLC00006825,Travel,96.61,15
PLC00006269,Property,128.01,45
PLC00009082,Motor,118.5,68
PLC00003554,Health,131.99,58
PLC00006490,Life,81.41,106
PLC00006549,Life,87.51,73
PLC00008555,Motor,121.28,76
PLC00000510,Motor,119.21,64
PLC00004463,Property,104.72,67
PLC00000721,Property,156.01,109
PLC00001315,Life,83.59,71
PLC00008692,Life,99.51,93
PLC00003421,Life,96.06,100
PLC00000169,Property,151.82,56
PLC00002769,Motor,82.72,90
PLC00003324,Motor,74.87,57
PLC00002684,Motor,90.53,91
PLC00007312,Motor,101.59,73
PLC00006999,Mobile,7.04,30
PLC00003835,Travel,87.59,27
PLC00002739,Property,101.77,113
PLC00000684,Mobile,11.14,40
PLC00000637,Property,151.64,72
PLC00000898,Motor,121.98,113
PLC00000232,Health,150.62,107
PLC00002093,Mobile,7.26,13
PLC00007561,Property,81.23,116
PLC00001179,Life,67.87,11
PLC00001303,Motor,129.1,81
PLC00008892,Motor,122.56,117
PLC00004470,Property,90.86,63
PLC00005643,Motor,95.8,29
PLC00002516,Mobile,7.76,33
PLC00003308,Travel,59.39,35
PLC00004675,Life,59.0,41
PLC00001629,Life,67.21,67
PLC00005095,Life,62.23,87
PLC00006572,Travel,84.17,16
PLC00004272,Travel,76.81,108
PLC00007298,Travel,57.36,82
PLC00003704,Life,55.56,76
PLC00004672,Life,69.13,38
PLC00007593,Health,144.01,60
PLC00000571,Property,150.53,25
PLC00004999,Motor,126.03,76
PLC00008569,Motor,100.27,48
PLC00004554,Life,59.92,85
PLC00009734,Health,122.79,34
PLC00002856,Motor,84.58,6
PLC00000707,Life,81.73,36
PLC00005429,Health,172.31,10
PLC00009123,Motor,97.32,8
PLC00008359,Travel,69.84,10
PLC00002242,Health,153.87,68
PLC00004895,Property,97.89,7
PLC00006210,Life,57.13,43
PLC00009209,Life,51.87,74
PLC00004871,Property,88.18,14
PLC00000766,Health,128.36,107
PLC00006341,Travel,68.81,65
PLC00009304,Travel,67.95,22
PLC00005774,Motor,94.44,70
PLC00009810,Motor,125.65,85
PLC00001195,Life,52.21,84
PLC00008035,Mobile,11.56,6
PLC00001837,Life,68.73,109
PLC00007085,Health,198.98,30
PLC00002490,Mobile,11.03,116
PLC00003179,Property,96.27,18
PLC00009768,Property,150.52,22
PLC00006798,Motor,134.44,18
PLC00003225,Mobile,8.42,32
PLC00007556,Property,122.03,95
PLC00009781,Life,86.24,97
PLC00007914,Travel,85.85,28
PLC00009667,Property,137.95,74
PLC00009540,Life,84.85,31
PLC00001996,Mobile,9.13,26
PLC00008682,Health,170.42,101
PLC00006355,Mobile,7.12,37
PLC00008772,Travel,73.96,62
PLC00008746,Health,166.91,51
PLC00003588,Motor,78.74,89
PLC00001757,Motor,124.72,16
PLC00009959,Life,87.68,84
PLC00001886,Health,107.58,71
PLC00000957,Travel,76.9,44
PLC00000793,Motor,137.26,60
PLC00000767,Mobile,7.81,7
PLC00005650,Travel,95.09,44
PLC00009174,Travel,91.55,62
PLC00006606,Motor,72.56,61
PLC00000457,Motor,103.62,26
PLC00004634,Health,151.19,29
PLC00005730,Mobile,10.47,57
PLC00004919,Mobile,9.07,13
PLC00008157,Travel,89.12,101
PLC00009610,Motor,106.69,32
PLC00001517,Health,177.41,18
PLC00007566,Life,81.93,105
PLC00005751,Motor,139.26,47
PLC00002361,Property,99.27,23
PLC00001054,Mobile,10.93,26
PLC00003597,Motor,95.63,72
PLC00003247,Travel,69.48,88
PLC00002732,Mobile,9.0,51
PLC00007161,Life,96.1,10
PLC00005096,Travel,79.49,88
PLC00008280,Property,158.65,20
PLC00001394,Health,152.26,111
PLC00006512,Health,191.03,42
PLC00001763,Mobile,7.82,114
PLC00004851,Life,65.96,53
PLC00007978,Property,125.03,38
PLC00006310,Travel,99.44,92
PLC00007598,Life,57.09,52
PLC00001189,Travel,95.86,42
PLC00002163,Property,110.32,23
PLC00007684,Property,139.92,46
PLC00001475,Property,117.7,115
PLC00000205,Property,155.64,116
PLC00004268,Motor,121.1,51
PLC00007648,Travel,96.84,86
PLC00005569,Motor,120.12,89
PLC00004673,Travel,63.08,24
PLC00001985,Property,155.43,64
PLC00001051,Life,58.29,62
PLC00002407,Health,108.67,21
PLC00001542,Life,81.54,79
PLC00004091,Mobile,6.72,74
PLC00006820,Property,108.58,20
PLC00009085,Life,67.59,115
PLC00001437,Property,90.26,86
PLC00009061,Property,133.21,99
PLC00002457,Mobile,10.87,72
PLC00004595,Life,83.37,34
PLC00005988,Property,130.02,119
PLC00005084,Mobile,9.18,51
PLC00008785,Life,86.12,79
PLC00006652,Travel,77.92,45
PLC00001334,Life,97.14,46
PLC00009895,Mobile,9.12,51
PLC00008810,Life,89.05,32
PLC00000403,Property,142.26,101
PLC00009563,Motor,92.06,8
PLC00002919,Travel,78.69,13
PLC00003286,Mobile,8.97,43
PLC00006289,Travel,88.29,111
PLC00005477,Property,109.94,109
PLC00002972,Mobile,7.85,40
PLC00000743,Property,142.75,37
PLC00007228,Property,142.67,111
PLC00005285,Travel,95.26,89
PLC00005238,Life,78.84,64
PLC00000577,Mobile,7.51,14
PLC00006171,Health,102.78,117
PLC00002773,Property,126.32,71
PLC00004872,Life,94.71,119
PLC00007567,Life,77.13,10
PLC00007297,Life,65.17,58
PLC00008134,Health,101.66,27
PLC00003860,Mobile,6.63,57
PLC00004290,Life,52.56,35
PLC00000367,Motor,130.31,58
PLC00006422,Property,117.35,100
PLC00009677,Health,119.34,52
PLC00004035,Travel,73.4,40
PLC00000344,Travel,98.15,23
PLC00005493,Mobile,9.64,117
PLC00001455,Mobile,10.37,94
PLC00009033,Life,89.99,84
PLC00003778,Health,155.47,90
PLC00008309,Health,108.46,60
PLC00008061,Mobile,11.48,80
PLC00008987,Property,99.11,51
PLC00004115,Life,67.96,20
PLC00001950,Property,140.68,88
PLC00003837,Mobile,8.7,80
PLC00006274,Property,112.48,26
PLC00008475,Property,83.6,21
PLC00008001,Property,82.13,12
PLC00006105,Property,158.21,54
PLC00007852,Mobile,10.87,85
PLC00003494,Life,84.44,86
PLC00003170,Health,113.74,82
PLC00005908,Life,91.7,49
PLC00000072,Motor,73.72,35
PLC00006388,Motor,104.66,61
PLC00009050,Life,77.86,20
PLC00002419,Life,75.73,106
PLC00000406,Mobile,7.68,83
PLC00006268,Travel,68.19,110
PLC00009849,Travel,64.57,64
PLC00009881,Property,150.67,89
PLC00005461,Travel,57.16,36
PLC00008182,Life,88.09,83
PLC00005855,Motor,103.73,26
PLC00005437,Life,71.0,9
PLC00000151,Life,86.23,97
PLC00006054,Motor,92.8,12
PLC00008601,Travel,91.29,53
PLC00009405,Motor,91.34,82
PLC00001761,Travel,59.33,103
PLC00001061,Motor,113.73,88
PLC00004590,Mobile,11.62,109
PLC00004251,Travel,67.97,47
PLC00009073,Life,82.5,115
PLC00007326,Health,199.18,69
PLC00007838,Life,61.75,119
PLC00009266,Travel,53.2,50
PLC00006764,Property,143.3,110
PLC00000051,Mobile,10.72,68
PLC00003004,Mobile,7.54,57
PLC00007573,Life,64.0,109
PLC00004891,Life,58.82,66
PLC00006428,Mobile,11.46,108
PLC00008067,Travel,54.83,13
PLC00005561,Travel,58.28,57
PLC00006618,Travel,60.04,13
PLC00002314,Travel,54.13,64
PLC00006271,Travel,78.46,62
PLC00001824,Mobile,10.1,26
PLC00005950,Health,121.84,77
PLC00008926,Motor,108.16,21
PLC00003524,Property,142.63,50
PLC00004853,Property,125.43,92
PLC00003765,Travel,89.06,42
PLC00001495,Life,91.76,60
PLC00002527,Motor,82.99,16
PLC00003468,Mobile,10.26,39
PLC00003079,Life,66.98,109
PLC00006285,Life,67.41,56
PLC00008163,Health,120.76,91
PLC00005752,Property,134.36,58
PLC00001193,Health,145.88,76
PLC00002070,Mobile,7.24,14
PLC00006257,Travel,69.2,53
PLC00000484,Life,55.61,80
PLC00005107,Motor,103.26,21
PLC00004689,Property,137.9,19
PLC00009458,Life,50.7,30
PLC00008130,Mobile,11.24,100
PLC00008635,Property,141.12,119
PLC00009272,Life,78.92,13
PLC00007174,Health,153.72,117
PLC00001294,Life,87.33,85
PLC00006350,Travel,62.18,116
PLC00002863,Property,88.54,17
PLC00003343,Property,125.15,42
PLC00006228,Travel,89.93,100
PLC00008304,Motor,79.48,73
PLC00004385,Travel,90.14,56
PLC00000601,Motor,127.41,92
PLC00009707,Health,176.15,76
PLC00003580,Property,154.23,59
PLC00000588,Motor,124.08,31
PLC00005750,Property,150.7,99
PLC00008326,Motor,95.75,92
PLC00000002,Health,168.97,28
PLC00003129,Travel,53.7,106
PLC00004908,Mobile,6.5,10
PLC00003185,Life,98.08,21
PLC00002105,Health,105.84,115
PLC00008011,Mobile,11.13,21
PLC00005205,Motor,83.49,78
PLC00006024,Mobile,9.27,93
PLC00006903,Travel,65.39,69
PLC00005482,Motor,72.96,108
PLC00003110,Mobile,8.51,97
PLC00009756,Mobile,9.1,47
PLC00003283,Travel,63.9,110
PLC00009973,Property,105.06,31
PLC00006337,Property,94.58,55
PLC00007584,Motor,72.03,114
PLC00001625,Travel,60.79,70
PLC00002232,Motor,86.62,48
PLC00007962,Motor,98.44,81
PLC00000817,Travel,62.7,27
PLC00000861,Health,185.66,56
PLC00002183,Life,61.89,67
PLC00004265,Property,98.24,58
PLC00009170,Mobile,11.49,48
PLC00003878,Property,141.25,56
PLC00001267,Mobile,10.48,112
PLC00004088,Life,61.42,9
PLC00004136,Mobile,6.88,67
PLC00003435,Mobile,8.18,116
PLC00000346,Health,147.95,14
PLC00000052,Health,194.29,38
PLC00005382,Motor,111.08,48
PLC00003014,Life,96.75,15
PLC00006535,Life,52.84,85
PLC00006233,Travel,56.95,84
PLC00008743,Property,134.19,113
PLC00003085,Mobile,8.52,39
PLC00004491,Travel,80.48,101
PLC00005971,Life,67.75,115
PLC00009766,Mobile,11.24,93
PLC00002343,Travel,54.87,80
PLC00006876,Travel,80.08,60
PLC00007782,Travel,76.19,92
PLC00008891,Property,100.6,64
PLC00004513,Life,76.24,49
PLC00005549,Health,173.94,117
PLC00009924,Travel,83.47,50
PLC00005124,Mobile,10.53,8
PLC00002143,Property,124.35,108
PLC00002119,Life,83.11,37
PLC00009036,Life,64.24,109
PLC00004636,Property,150.67,70
PLC00005332,Travel,87.2,81
PLC00007430,Motor,90.86,117
PLC00009863,Travel,59.37,27
PLC00008424,Mobile,11.14,51
PLC00006073,Health,191.71,112
PLC00002962,Travel,76.18,6
PLC00008800,Health,121.58,29
PLC00004776,Motor,73.48,89
PLC00007536,Motor,90.03,74
PLC00000688,Health,129.32,14
PLC00002410,Travel,93.69,82
PLC00000158,Travel,52.85,97
PLC00001456,Health,179.0,65
PLC00004844,Mobile,8.96,20
PLC00008814,Health,184.94,16
PLC00003532,Health,119.05,77
PLC00001459,Health,181.72,119
PLC00004066,Property,157.15,27
PLC00007418,Travel,65.72,10
PLC00008307,Health,171.43,87
PLC00006924,Travel,93.08,13
PLC00007104,Motor,70.64,17
PLC00005358,Mobile,10.27,24
PLC00007968,Mobile,8.76,95
PLC00001803,Travel,96.33,52
PLC00008291,Health,118.17,7
PLC00008584,Property,105.39,14
PLC00005396,Mobile,9.43,110
PLC00010000,Health,164.68,50
PLC00004527,Health,197.82,68
PLC00007767,Motor,85.33,94
PLC00000605,Travel,72.87,27
PLC00001639,Motor,110.0,23
PLC00006759,Life,59.46,97
PLC00004424,Health,162.04,44
PLC00006220,Property,125.21,30
PLC00002667,Life,78.33,25
PLC00001470,Motor,108.78,68
PLC00005289,Mobile,9.35,55
PLC00002317,Motor,113.03,97
PLC00004492,Life,69.81,92
PLC00007065,Travel,68.04,63
PLC00002589,Life,78.71,62
PLC00009675,Health,136.56,94
PLC00005758,Health,138.21,72
PLC00003164,Life,94.58,86
PLC00004632,Travel,82.53,46
PLC00005874,Mobile,6.86,59
PLC00001781,Motor,113.46,44
PLC00002555,Property,116.14,103
PLC00001953,Travel,94.6,31
PLC00005581,Travel,66.21,27
PLC00008991,Motor,136.73,42
PLC00001755,Motor,114.03,92
PLC00008858,Property,141.7,76
PLC00008143,Mobile,10.42,91
PLC00007013,Health,180.16,6
PLC00009450,Property,129.48,96
PLC00008546,Life,74.96,102
PLC00001112,Travel,85.53,26
PLC00001259,Travel,99.52,110
PLC00007132,Travel,98.84,111
PLC00008210,Motor,74.11,86
PLC00006636,Life,65.6,107
PLC00007529,Life,82.41,29
PLC00006334,Motor,98.72,68
PLC00006955,Life,60.7,115
PLC00002543,Mobile,9.19,54
PLC00004702,Property,109.63,39
PLC00008695,Travel,57.03,32
PLC00001574,Property,120.41,119
PLC00009418,Mobile,11.25,57
PLC00007147,Health,175.85,46
PLC00005156,Travel,99.43,33
PLC00001814,Health,109.24,44
PLC00001865,Travel,93.55,16
PLC00004701,Mobile,10.26,119
PLC00001312,Property,110.94,18
PLC00006016,Property,89.04,111
PLC00005654,Travel,61.62,115
PLC00007986,Travel,79.98,107
PLC00005209,Mobile,10.56,56
PLC00005526,Life,87.68,14
PLC00003229,Life,85.45,84
PLC00009370,Motor,82.1,72
PLC00006400,Life,54.84,119
PLC00003996,Mobile,6.45,108
PLC00000433,Motor,100.9,115
PLC00004499,Life,93.39,70
PLC00001087,Health,150.32,90
PLC00001739,Motor,96.91,112
PLC00000673,Travel,75.16,79
PLC00005684,Mobile,11.37,50
PLC00002270,Health,179.32,47
PLC00008344,Travel,60.52,49
PLC00007020,Travel,90.72,116
PLC00004640,Mobile,6.43,9
PLC00002936,Motor,93.42,109
PLC00005458,Health,161.74,94
PLC00000692,Health,139.33,46
PLC00000489,Travel,58.07,92
PLC00003834,Health,168.24,109
PLC00004624,Motor,118.55,59
PLC00009483,Health,187.72,85
PLC00009795,Motor,129.99,60
PLC00005620,Mobile,7.21,16
PLC00002228,Mobile,6.09,21
PLC00000946,Life,61.22,115
PLC00004413,Life,66.66,99
PLC00007116,Motor,128.58,73
PLC00006353,Health,128.7,69
PLC00006044,Life,87.77,101
PLC00002525,Health,136.04,111
PLC00005584,Motor,76.77,46
PLC00001177,Property,143.62,14
PLC00005720,Property,115.26,37
PLC00009339,Health,194.47,89
PLC00005833,Motor,106.07,17
PLC00003405,Mobile,8.3,33
PLC00008826,Health,180.34,86
PLC00006435,Health,115.94,8
PLC00004150,Property,142.44,104
PLC00000103,Life,58.29,63
PLC00008960,Mobile,8.38,35
PLC00001878,Mobile,10.36,86
PLC00009808,Travel,70.58,119
PLC00003442,Travel,91.0,65
PLC00002472,Mobile,8.65,108
PLC00004245,Property,91.52,76
PLC00001175,Motor,121.21,86
PLC00002819,Mobile,9.98,38
PLC00006605,Life,80.94,94
PLC00004025,Health,129.68,98
PLC00002377,Property,156.61,93
PLC00003975,Motor,121.21,71
PLC00008710,Life,74.17,32
PLC00005353,Mobile,6.75,51
PLC00007068,Mobile,9.86,101
PLC00000955,Health,169.87,29
PLC00005590,Life,66.23,86
PLC00006344,Life,61.48,118
PLC00007856,Mobile,11.85,46
PLC00001622,Property,133.58,23
PLC00009137,Mobile,10.28,82
PLC00006086,Motor,126.97,41
PLC00003893,Life,74.71,82
PLC00002329,Travel,91.62,77
PLC00008406,Life,71.37,16
PLC00006746,Travel,54.47,33
PLC00004225,Health,137.06,119
PLC00009585,Motor,123.3,31
PLC00002326,Health,107.76,91
PLC00002844,Life,83.2,54
PLC00009985,Health,153.28,84
PLC00003868,Life,65.64,100
PLC00000229,Life,67.47,31
PLC00004503,Life,79.34,119
PLC00007360,Property,145.07,89
PLC00005142,Health,196.11,78
PLC00001305,Property,146.8,25
PLC00007957,Health,117.41,30
PLC00004259,Life,75.14,86
PLC00008951,Travel,84.22,54
PLC00004404,Property,101.87,46
PLC00001876,Travel,80.22,25
PLC00005694,Motor,133.62,60
PLC00002851,Property,94.3,84
PLC00007886,Life,69.5,97
PLC00002325,Travel,54.55,74
PLC00009095,Motor,72.56,85
PLC00000057,Mobile,7.41,107
PLC00001507,Motor,110.87,43
